CSD,BOROUGH,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO,padded_csd,DBN
18,K,K211,I.S. 211 John Wilson,MS Core,CTT,SCIENCE,MS Science Core,-,76.0,3.0,25.3,22.0,30.0,STARS,,18,18K211
18,K,K211,I.S. 211 John Wilson,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,75.0,3.0,25.0,22.0,30.0,STARS,,18,18K211
18,K,K211,I.S. 211 John Wilson,MS Core,SPEC ED,ENGLISH,MS English Core,-,44.0,4.0,11.0,10.0,12.0,STARS,,18,18K211
18,K,K211,I.S. 211 John Wilson,MS Core,SPEC ED,MATH,MS Math Core,-,44.0,4.0,11.0,10.0,12.0,STARS,,18,18K211
18,K,K211,I.S. 211 John Wilson,MS Core,SPEC ED,SCIENCE,MS Science Core,-,44.0,4.0,11.0,10.0,12.0,STARS,,18,18K211
18,K,K211,I.S. 211 John Wilson,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,44.0,4.0,11.0,10.0,12.0,STARS,,18,18K211
18,K,K211,I.S. 211 John Wilson,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,106.0,4.0,26.5,24.0,30.0,STARS,,18,18K211
18,K,K211,I.S. 211 John Wilson,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,22.0,1.0,22.0,22.0,22.0,STARS,,18,18K211
18,K,K211,I.S. 211 John Wilson,09-12,SPEC ED,ENGLISH,Other English,-,22.0,2.0,11.0,10.0,12.0,STARS,,18,18K211
18,K,K211,I.S. 211 John Wilson,,,,,,,,,,,,15.4,18,18K211
18,K,K219,P.S. 219 Kennedy-King,0K,GEN ED,-,-,-,81.0,4.0,20.3,20.0,21.0,ATS,,18,18K219
18,K,K219,P.S. 219 Kennedy-King,0K,CTT,-,-,-,12.0,1.0,12.0,12.0,12.0,ATS,,18,18K219
18,K,K219,P.S. 219 Kennedy-King,1,GEN ED,-,-,-,86.0,5.0,17.2,15.0,18.0,ATS,,18,18K219
18,K,K219,P.S. 219 Kennedy-King,2,GEN ED,-,-,-,124.0,6.0,20.7,19.0,23.0,ATS,,18,18K219
18,K,K219,P.S. 219 Kennedy-King,2,CTT,-,-,-,13.0,1.0,13.0,13.0,13.0,ATS,,18,18K219
18,K,K219,P.S. 219 Kennedy-King,3,GEN ED,-,-,-,96.0,4.0,24.0,23.0,25.0,ATS,,18,18K219
18,K,K219,P.S. 219 Kennedy-King,3,CTT,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,18,18K219
18,K,K219,P.S. 219 Kennedy-King,4,GEN ED,-,-,-,107.0,5.0,21.4,20.0,22.0,ATS,,18,18K219
18,K,K219,P.S. 219 Kennedy-King,5,GEN ED,-,-,-,118.0,5.0,23.6,23.0,24.0,ATS,,18,18K219
18,K,K219,P.S. 219 Kennedy-King,0K-09,SPEC ED,-,-,12:1,35.0,3.0,11.7,11.0,12.0,ATS,,18,18K219
18,K,K219,P.S. 219 Kennedy-King,0K-09,SPEC ED,-,-,12:1:1,32.0,3.0,10.7,10.0,12.0,ATS,,18,18K219
18,K,K219,P.S. 219 Kennedy-King,,,,,,,,,,,,13.1,18,18K219
18,K,K233,P.S. 233 Langston Hughes,0K,GEN ED,-,-,-,56.0,3.0,18.7,18.0,20.0,ATS,,18,18K233
18,K,K233,P.S. 233 Langston Hughes,0K,CTT,-,-,-,17.0,1.0,17.0,17.0,17.0,ATS,,18,18K233
18,K,K233,P.S. 233 Langston Hughes,1,GEN ED,-,-,-,83.0,5.0,16.6,13.0,23.0,ATS,,18,18K233
18,K,K233,P.S. 233 Langston Hughes,1,CTT,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,,18,18K233
18,K,K233,P.S. 233 Langston Hughes,2,GEN ED,-,-,-,91.0,4.0,22.8,21.0,25.0,ATS,,18,18K233
18,K,K233,P.S. 233 Langston Hughes,3,GEN ED,-,-,-,107.0,5.0,21.4,21.0,22.0,ATS,,18,18K233
18,K,K233,P.S. 233 Langston Hughes,4,GEN ED,-,-,-,94.0,3.0,31.3,30.0,32.0,ATS,,18,18K233
18,K,K233,P.S. 233 Langston Hughes,4,CTT,-,-,-,31.0,1.0,31.0,31.0,31.0,ATS,,18,18K233
18,K,K233,P.S. 233 Langston Hughes,5,GEN ED,-,-,-,101.0,4.0,25.3,21.0,30.0,ATS,,18,18K233
18,K,K233,P.S. 233 Langston Hughes,0K-09,SPEC ED,-,-,12:1:1,29.0,3.0,9.7,8.0,11.0,ATS,,18,18K233
18,K,K233,P.S. 233 Langston Hughes,,,,,,,,,,,,13.8,18,18K233
18,K,K235,P.S. 235 Lenox School,0K,GEN ED,-,-,-,121.0,6.0,20.2,15.0,25.0,ATS,,18,18K235
18,K,K235,P.S. 235 Lenox School,1,GEN ED,-,-,-,169.0,7.0,24.1,22.0,27.0,ATS,,18,18K235
18,K,K235,P.S. 235 Lenox School,2,GEN ED,-,-,-,193.0,8.0,24.1,23.0,26.0,ATS,,18,18K235
18,K,K235,P.S. 235 Lenox School,3,GEN ED,-,-,-,162.0,6.0,27.0,25.0,29.0,ATS,,18,18K235
18,K,K235,P.S. 235 Lenox School,4,GEN ED,-,-,-,180.0,7.0,25.7,24.0,29.0,ATS,,18,18K235
18,K,K235,P.S. 235 Lenox School,5,GEN ED,-,-,-,179.0,7.0,25.6,22.0,30.0,ATS,,18,18K235
18,K,K235,P.S. 235 Lenox School,6,GEN ED,-,-,-,87.0,3.0,29.0,28.0,30.0,ATS,,18,18K235
18,K,K235,P.S. 235 Lenox School,7,GEN ED,-,-,-,87.0,3.0,29.0,27.0,30.0,ATS,,18,18K235
18,K,K235,P.S. 235 Lenox School,8,GEN ED,-,-,-,104.0,4.0,26.0,24.0,27.0,ATS,,18,18K235
18,K,K235,P.S. 235 Lenox School,0K-09,SPEC ED,-,-,12:1:1,31.0,3.0,10.3,7.0,12.0,ATS,,18,18K235
18,K,K235,P.S. 235 Lenox School,MS Core,GEN ED,ENGLISH,MS English Core,-,276.0,10.0,27.6,24.0,30.0,STARS,,18,18K235
18,K,K235,P.S. 235 Lenox School,MS Core,GEN ED,MATH,MS Math Core,-,172.0,6.0,28.7,26.0,30.0,STARS,,18,18K235
18,K,K235,P.S. 235 Lenox School,MS Core,GEN ED,MATH,Integrated Algebra,-,104.0,4.0,26.0,24.0,27.0,STARS,,18,18K235
18,K,K235,P.S. 235 Lenox School,MS Core,GEN ED,SCIENCE,MS Science Core,-,172.0,6.0,28.7,26.0,30.0,STARS,,18,18K235
18,K,K235,P.S. 235 Lenox School,MS Core,GEN ED,SCIENCE,Living Environment,-,104.0,4.0,26.0,24.0,27.0,STARS,,18,18K235
18,K,K235,P.S. 235 Lenox School,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,276.0,10.0,27.6,24.0,30.0,STARS,,18,18K235
18,K,K235,P.S. 235 Lenox School,MS Core,SPEC ED,ENGLISH,MS English Core,-,7.0,1.0,7.0,7.0,7.0,STARS,,18,18K235
18,K,K235,P.S. 235 Lenox School,MS Core,SPEC ED,MATH,MS Math Core,-,7.0,1.0,7.0,7.0,7.0,STARS,,18,18K235
18,K,K235,P.S. 235 Lenox School,MS Core,SPEC ED,SCIENCE,MS Science Core,-,7.0,1.0,7.0,7.0,7.0,STARS,,18,18K235
18,K,K235,P.S. 235 Lenox School,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,7.0,1.0,7.0,7.0,7.0,STARS,,18,18K235
18,K,K235,P.S. 235 Lenox School,,,,,,,,,,,,17.5,18,18K235
18,K,K244,P.S. 244 Richard R. Green,0K,GEN ED,-,-,-,66.0,3.0,22.0,21.0,23.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,0K,CTT,-,-,-,33.0,2.0,16.5,11.0,22.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,1,GEN ED,-,-,-,91.0,4.0,22.8,20.0,25.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,1,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,2,GEN ED,-,-,-,52.0,2.0,26.0,26.0,26.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,2,CTT,-,-,-,52.0,3.0,17.3,14.0,23.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,3,GEN ED,-,-,-,109.0,4.0,27.3,26.0,28.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,3,CTT,-,-,-,26.0,1.0,26.0,26.0,26.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,4,GEN ED,-,-,-,102.0,4.0,25.5,23.0,28.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,4,CTT,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,5,GEN ED,-,-,-,103.0,4.0,25.8,25.0,27.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,5,CTT,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,0K-09,SPEC ED,-,-,12:1,12.0,1.0,12.0,12.0,12.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,0K-09,SPEC ED,-,-,12:1:1,70.0,6.0,11.7,8.0,13.0,ATS,,18,18K244
18,K,K244,P.S. 244 Richard R. Green,,,,,,,,,,,,12.0,18,18K244
18,K,K268,P.S. 268 Emma Lazarus,0K,GEN ED,-,-,-,39.0,2.0,19.5,19.0,20.0,ATS,,18,18K268
18,K,K268,P.S. 268 Emma Lazarus,0K,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,18,18K268
18,K,K268,P.S. 268 Emma Lazarus,1,GEN ED,-,-,-,74.0,3.0,24.7,24.0,25.0,ATS,,18,18K268
18,K,K268,P.S. 268 Emma Lazarus,2,GEN ED,-,-,-,54.0,3.0,18.0,17.0,19.0,ATS,,18,18K268
18,K,K268,P.S. 268 Emma Lazarus,2,CTT,-,-,-,17.0,1.0,17.0,17.0,17.0,ATS,,18,18K268
18,K,K268,P.S. 268 Emma Lazarus,3,GEN ED,-,-,-,74.0,3.0,24.7,24.0,25.0,ATS,,18,18K268
18,K,K268,P.S. 268 Emma Lazarus,3,CTT,-,-,-,26.0,1.0,26.0,26.0,26.0,ATS,,18,18K268
18,K,K268,P.S. 268 Emma Lazarus,4,GEN ED,-,-,-,68.0,3.0,22.7,22.0,24.0,ATS,,18,18K268
18,K,K268,P.S. 268 Emma Lazarus,4,CTT,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,18,18K268
18,K,K268,P.S. 268 Emma Lazarus,5,GEN ED,-,-,-,80.0,3.0,26.7,26.0,27.0,ATS,,18,18K268
18,K,K268,P.S. 268 Emma Lazarus,5,CTT,-,-,-,26.0,1.0,26.0,26.0,26.0,ATS,,18,18K268
18,K,K268,P.S. 268 Emma Lazarus,0K-09,SPEC ED,-,-,12:1:1,30.0,3.0,10.0,8.0,11.0,ATS,,18,18K268
18,K,K268,P.S. 268 Emma Lazarus,,,,,,,,,,,,13.3,18,18K268
18,K,K272,P.S. 272 Curtis Estabrook,0K,GEN ED,-,-,-,85.0,4.0,21.3,20.0,23.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,0K,CTT,-,-,-,15.0,1.0,15.0,15.0,15.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,1,GEN ED,-,-,-,77.0,3.0,25.7,24.0,27.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,1,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,2,GEN ED,-,-,-,91.0,3.0,30.3,29.0,32.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,2,CTT,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,3,GEN ED,-,-,-,87.0,4.0,21.8,18.0,25.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,3,CTT,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,4,GEN ED,-,-,-,65.0,3.0,21.7,21.0,23.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,4,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,5,GEN ED,-,-,-,56.0,2.0,28.0,27.0,29.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,5,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,0K-09,SPEC ED,-,-,12:1:1,61.0,6.0,10.2,7.0,13.0,ATS,,18,18K272
18,K,K272,P.S. 272 Curtis Estabrook,,,,,,,,,,,,13.7,18,18K272
18,K,K276,P.S. 276 Louis Marshall,0K,GEN ED,-,-,-,86.0,4.0,21.5,20.0,22.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,0K,CTT,-,-,-,18.0,1.0,18.0,18.0,18.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,1,GEN ED,-,-,-,108.0,5.0,21.6,21.0,22.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,1,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,2,GEN ED,-,-,-,85.0,5.0,17.0,16.0,19.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,2,CTT,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,3,GEN ED,-,-,-,100.0,4.0,25.0,23.0,28.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,3,G&T,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,4,GEN ED,-,-,-,82.0,3.0,27.3,26.0,28.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,4,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,4,G&T,-,-,-,28.0,1.0,28.0,28.0,28.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,5,GEN ED,-,-,-,79.0,3.0,26.3,26.0,27.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,5,G&T,-,-,-,52.0,2.0,26.0,26.0,26.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,0K-09,SPEC ED,-,-,12:1,11.0,1.0,11.0,11.0,11.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,0K-09,SPEC ED,-,-,12:1:1,34.0,4.0,8.5,5.0,11.0,ATS,,18,18K276
18,K,K276,P.S. 276 Louis Marshall,,,,,,,,,,,,13.2,18,18K276
18,K,K279,P.S. 279 Herman Schreiber,0K,GEN ED,-,-,-,74.0,4.0,18.5,18.0,19.0,ATS,,18,18K279
18,K,K279,P.S. 279 Herman Schreiber,1,GEN ED,-,-,-,101.0,4.0,25.3,25.0,26.0,ATS,,18,18K279
18,K,K279,P.S. 279 Herman Schreiber,2,GEN ED,-,-,-,85.0,3.0,28.3,27.0,29.0,ATS,,18,18K279
18,K,K279,P.S. 279 Herman Schreiber,2,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,18,18K279
18,K,K279,P.S. 279 Herman Schreiber,3,GEN ED,-,-,-,74.0,3.0,24.7,24.0,25.0,ATS,,18,18K279
18,K,K279,P.S. 279 Herman Schreiber,4,GEN ED,-,-,-,70.0,3.0,23.3,23.0,24.0,ATS,,18,18K279
18,K,K279,P.S. 279 Herman Schreiber,4,CTT,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,18,18K279
18,K,K279,P.S. 279 Herman Schreiber,5,GEN ED,-,-,-,103.0,4.0,25.8,25.0,26.0,ATS,,18,18K279
18,K,K279,P.S. 279 Herman Schreiber,0K-09,SPEC ED,-,-,12:1,12.0,1.0,12.0,12.0,12.0,ATS,,18,18K279
18,K,K279,P.S. 279 Herman Schreiber,0K-09,SPEC ED,-,-,12:1:1,38.0,4.0,9.5,8.0,12.0,ATS,,18,18K279
18,K,K279,P.S. 279 Herman Schreiber,,,,,,,,,,,,15.0,18,18K279
18,K,K285,I.S. 285 Meyer Levin,6,GEN ED,-,-,-,252.0,9.0,28.0,14.0,31.0,ATS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,6,CTT,-,-,-,33.0,2.0,16.5,13.0,20.0,ATS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,7,GEN ED,-,-,-,273.0,9.0,30.3,29.0,32.0,ATS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,7,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,8,GEN ED,-,-,-,297.0,10.0,29.7,29.0,31.0,ATS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,0K-09,SPEC ED,-,-,12:1,20.0,2.0,10.0,9.0,11.0,ATS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,0K-09,SPEC ED,-,-,12:1:1,32.0,4.0,8.0,2.0,11.0,ATS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,MS Core,GEN ED,ENGLISH,MS English Core,-,809.0,28.0,28.9,13.0,32.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,MS Core,GEN ED,MATH,MS Math Core,-,839.0,29.0,28.9,13.0,32.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,MS Core,GEN ED,SCIENCE,MS Science Core,-,919.0,31.0,29.6,13.0,61.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,575.0,19.0,30.3,29.0,32.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,MS Core,CTT,ENGLISH,MS English Core,-,42.0,2.0,21.0,20.0,22.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,MS Core,CTT,MATH,MS Math Core,-,42.0,2.0,21.0,20.0,22.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,MS Core,CTT,SCIENCE,MS Science Core,-,75.0,3.0,25.0,20.0,33.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,22.0,1.0,22.0,22.0,22.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,MS Core,SPEC ED,ENGLISH,MS English Core,-,12.0,1.0,12.0,12.0,12.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,MS Core,SPEC ED,MATH,MS Math Core,-,23.0,2.0,11.5,11.0,12.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,MS Core,SPEC ED,SCIENCE,MS Science Core,-,23.0,2.0,11.5,11.0,12.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,23.0,2.0,11.5,11.0,12.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,09-12,GEN ED,ENGLISH,English 9,-,61.0,2.0,30.5,30.0,31.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,09-12,GEN ED,ENGLISH,Other English,-,88.0,3.0,29.3,27.0,31.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,09-12,GEN ED,SCIENCE,Living Environment,-,61.0,2.0,30.5,30.0,31.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,10.0,1.0,10.0,10.0,10.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,09-12,CTT,ENGLISH,Other English,-,25.0,1.0,25.0,25.0,25.0,STARS,,18,18K285
18,K,K285,I.S. 285 Meyer Levin,,,,,,,,,,,,15.6,18,18K285
18,K,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,6,GEN ED,-,-,-,63.0,2.0,31.5,30.0,33.0,ATS,,18,18K366
18,K,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,6,CTT,-,-,-,31.0,1.0,31.0,31.0,31.0,ATS,,18,18K366
18,K,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,7,GEN ED,-,-,-,74.0,3.0,24.7,19.0,28.0,ATS,,18,18K366
18,K,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,7,CTT,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,18,18K366
18,K,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,0K-09,SPEC ED,-,-,12:1:1,10.0,2.0,5.0,2.0,8.0,ATS,,18,18K366
18,K,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,MS Core,GEN ED,MATH,MS Math Core,-,137.0,5.0,27.4,19.0,33.0,STARS,,18,18K366
18,K,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,MS Core,GEN ED,SCIENCE,MS Science Core,-,137.0,5.0,27.4,19.0,33.0,STARS,,18,18K366
18,K,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,MS Core,CTT,MATH,MS Math Core,-,56.0,2.0,28.0,25.0,31.0,STARS,,18,18K366
18,K,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,MS Core,CTT,SCIENCE,MS Science Core,-,56.0,2.0,28.0,25.0,31.0,STARS,,18,18K366
18,K,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,MS Core,SPEC ED,MATH,MS Math Core,-,8.0,1.0,8.0,8.0,8.0,STARS,,18,18K366
18,K,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,MS Core,SPEC ED,SCIENCE,MS Science Core,-,8.0,1.0,8.0,8.0,8.0,STARS,,18,18K366
18,K,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,,,,,,,,,,,,10.8,18,18K366
18,K,K500,Canarsie High School,09-12,GEN ED,ENGLISH,English 11,-,41.0,2.0,20.5,13.0,28.0,STARS,,18,18K500
18,K,K500,Canarsie High School,09-12,GEN ED,ENGLISH,English 12,-,185.0,7.0,26.4,20.0,32.0,STARS,,18,18K500
18,K,K500,Canarsie High School,09-12,GEN ED,MATH,Geometry,-,38.0,2.0,19.0,17.0,21.0,STARS,,18,18K500
18,K,K500,Canarsie High School,09-12,GEN ED,MATH,Trigonometry,-,61.0,3.0,20.3,19.0,21.0,STARS,,18,18K500
18,K,K500,Canarsie High School,09-12,GEN ED,SCIENCE,Earth Science,-,92.0,4.0,23.0,16.0,27.0,STARS,,18,18K500
18,K,K500,Canarsie High School,09-12,GEN ED,SCIENCE,Other Science,-,48.0,3.0,16.0,11.0,21.0,STARS,,18,18K500
18,K,K500,Canarsie High School,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,47.0,2.0,23.5,22.0,25.0,STARS,,18,18K500
18,K,K500,Canarsie High School,09-12,GEN ED,SOCIAL STUDIES,Economics,-,21.0,1.0,21.0,21.0,21.0,STARS,,18,18K500
18,K,K500,Canarsie High School,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,114.0,5.0,22.8,22.0,24.0,STARS,,18,18K500
18,K,K500,Canarsie High School,09-12,CTT,ENGLISH,Other English,-,28.0,2.0,14.0,12.0,16.0,STARS,,18,18K500
18,K,K500,Canarsie High School,09-12,CTT,SOCIAL STUDIES,Economics,-,25.0,1.0,25.0,25.0,25.0,STARS,,18,18K500
18,K,K500,Canarsie High School,,,,,,,,,,,,16.9,18,18K500
18,K,K563,It Takes a Village Academy,09-12,GEN ED,ENGLISH,English 9,-,71.0,3.0,23.7,18.0,32.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,ENGLISH,English 10,-,111.0,4.0,27.8,25.0,34.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,ENGLISH,English 11,-,146.0,7.0,20.9,13.0,26.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,ENGLISH,Other English,-,193.0,9.0,21.4,13.0,29.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,MATH,Integrated Algebra,-,86.0,4.0,21.5,15.0,32.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,MATH,Geometry,-,48.0,3.0,16.0,13.0,20.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,MATH,Trigonometry,-,96.0,5.0,19.2,12.0,28.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,MATH,Math B,-,32.0,1.0,32.0,32.0,32.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,MATH,Other Math,-,40.0,2.0,20.0,20.0,20.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,SCIENCE,Earth Science,-,47.0,3.0,15.7,12.0,22.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,SCIENCE,Living Environment,-,86.0,4.0,21.5,15.0,32.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,SCIENCE,Chemistry,-,79.0,3.0,26.3,22.0,32.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,SCIENCE,Physics,-,110.0,7.0,15.7,12.0,24.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,SCIENCE,Other Science,-,170.0,9.0,18.9,10.0,32.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,211.0,10.0,21.1,12.0,32.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,97.0,5.0,19.4,13.0,26.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,SOCIAL STUDIES,Economics,-,60.0,3.0,20.0,14.0,29.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,15.0,1.0,15.0,15.0,15.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,138.0,7.0,19.7,11.0,27.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,CTT,ENGLISH,English 9,-,15.0,1.0,15.0,15.0,15.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,CTT,ENGLISH,English 10,-,17.0,1.0,17.0,17.0,17.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,CTT,MATH,Integrated Algebra,-,32.0,2.0,16.0,15.0,17.0,STARS,,18,18K563
18,K,K563,It Takes a Village Academy,09-12,CTT,SCIENCE,Living Environment,-,15.0,1.0,15.0,15.0,15.0,STARS,,18,18K563
